PN,OD,ID,Height,AWG,Min Diameter,Nominal Diameter,Max Diameter,Effective Diameter,Turns,AL,Inductance,Fill Factor
280-40u,0.40511832899999994,0.16811032699999998,0.150000081,13.0,0.0729,0.0737,0.0746,0.075174,3,17.0,0.153,0.5765904495306643
280-40u,0.40511832899999994,0.16811032699999998,0.150000081,14.0,0.0651,0.0659,0.0666,0.067218,4,17.0,0.272,0.6146700247685377
280-40u,0.40511832899999994,0.16811032699999998,0.150000081,15.0,0.058,0.0587,0.0594,0.059874000000000004,5,17.0,0.425,0.6096174935251321
280-40u,0.40511832899999994,0.16811032699999998,0.150000081,16.0,0.0517,0.0524,0.0531,0.053448,6,17.0,0.612,0.582941586395143
280-40u,0.40511832899999994,0.16811032699999998,0.150000081,17.0,0.0462,0.0469,0.0475,0.047838,7,17.0,0.833,0.5448223806859995
280-40u,0.40511832899999994,0.16811032699999998,0.150000081,18.0,0.0412,0.0418,0.0424,0.042636,9,17.0,1.377,0.5564245549937263
280-40u,0.40511832899999994,0.16811032699999998,0.150000081,19.0,0.0367,0.0373,0.0379,0.038046,10,17.0,1.7,0.49229891404425874
280-40u,0.40511832899999994,0.16811032699999998,0.150000081,20.0,0.0329,0.0335,0.034,0.034170000000000006,12,17.0,2.448,0.47652103266997053
280-40u,0.40511832899999994,0.16811032699999998,0.150000081,21.0,0.0293,0.0298,0.0303,0.030396,14,17.0,3.332,0.43991804633039044
280-40u,0.40511832899999994,0.16811032699999998,0.150000081,22.0,0.0261,0.0266,0.027,0.027132,16,17.0,4.352,0.40058480359511617
280-40u,0.40511832899999994,0.16811032699999998,0.150000081,23.0,0.0234,0.0239,0.0243,0.024378,18,17.0,5.508,0.3638140954396265
280-40u,0.40511832899999994,0.16811032699999998,0.150000081,24.0,0.0209,0.0213,0.0217,0.021726,21,17.0,7.497,0.33712403456989803
280-40u,0.40511832899999994,0.16811032699999998,0.150000081,25.0,0.0186,0.019,0.0194,0.01938,24,17.0,9.792,0.30657000275136437
280-40u,0.40511832899999994,0.16811032699999998,0.150000081,26.0,0.0166,0.017,0.0173,0.01734,27,17.0,12.393,0.2761040779627074
280-40u,0.40511832899999994,0.16811032699999998,0.150000081,27.0,0.0149,0.0153,0.0156,0.015606,30,17.0,15.3,0.24849367016643661
280-40u,0.40511832899999994,0.16811032699999998,0.150000081,28.0,0.0133,0.0137,0.014,0.013974,34,17.0,19.652,0.22580380999050348
280-40u,0.40511832899999994,0.16811032699999998,0.150000081,29.0,0.0119,0.0123,0.0126,0.012546,38,17.0,24.548,0.20342533208883296
280-40u,0.40511832899999994,0.16811032699999998,0.150000081,30.0,0.0106,0.0109,0.0112,0.011118,44,17.0,32.912,0.18497664002575515
280-40u,0.40511832899999994,0.16811032699999998,0.150000081,31.0,0.0094,0.0097,0.01,0.009894,50,17.0,42.5,0.16646567150782476
280-40u,0.40511832899999994,0.16811032699999998,0.150000081,32.0,0.0085,0.0088,0.009,0.008976000000000001,55,17.0,51.425,0.15070902074314535
280-40u,0.40511832899999994,0.16811032699999998,0.150000081,33.0,0.0075,0.0078,0.0081,0.007956,63,17.0,67.473,0.13562538030306548
280-40u,0.40511832899999994,0.16811032699999998,0.150000081,34.0,0.0067,0.007,0.0072,0.0071400000000000005,70,17.0,83.3,0.12136831826375578
280-40u,0.40511832899999994,0.16811032699999998,0.150000081,35.0,0.0059,0.0062,0.0065,0.006324,80,17.0,108.8,0.10881395111507337
280-40u,0.40511832899999994,0.16811032699999998,0.150000081,36.0,0.0053,0.0056,0.0058,0.005712,89,17.0,134.657,0.09875913440433612
280-60u,0.40511832899999994,0.16811032699999998,0.150000081,10.0,0.1026,0.1037,0.1047,0.105774,1,25.0,0.025,0.38051232374045707
280-60u,0.40511832899999994,0.16811032699999998,0.150000081,11.0,0.0915,0.0925,0.0936,0.09435,2,25.0,0.1,0.6055146782182275
280-60u,0.40511832899999994,0.16811032699999998,0.150000081,12.0,0.0816,0.0825,0.0835,0.08415,3,25.0,0.225,0.7225041832501643
280-60u,0.40511832899999994,0.16811032699999998,0.150000081,13.0,0.0729,0.0737,0.0746,0.075174,3,25.0,0.225,0.5765904495306643
280-60u,0.40511832899999994,0.16811032699999998,0.150000081,14.0,0.0651,0.0659,0.0666,0.067218,4,25.0,0.4,0.6146700247685377
280-60u,0.40511832899999994,0.16811032699999998,0.150000081,15.0,0.058,0.0587,0.0594,0.059874000000000004,5,25.0,0.625,0.6096174935251321
280-60u,0.40511832899999994,0.16811032699999998,0.150000081,16.0,0.0517,0.0524,0.0531,0.053448,6,25.0,0.9,0.582941586395143
280-60u,0.40511832899999994,0.16811032699999998,0.150000081,17.0,0.0462,0.0469,0.0475,0.047838,7,25.0,1.225,0.5448223806859995
280-60u,0.40511832899999994,0.16811032699999998,0.150000081,18.0,0.0412,0.0418,0.0424,0.042636,9,25.0,2.025,0.5564245549937263
280-60u,0.40511832899999994,0.16811032699999998,0.150000081,19.0,0.0367,0.0373,0.0379,0.038046,10,25.0,2.5,0.49229891404425874
280-60u,0.40511832899999994,0.16811032699999998,0.150000081,20.0,0.0329,0.0335,0.034,0.034170000000000006,12,25.0,3.6,0.47652103266997053
280-60u,0.40511832899999994,0.16811032699999998,0.150000081,21.0,0.0293,0.0298,0.0303,0.030396,14,25.0,4.9,0.43991804633039044
280-60u,0.40511832899999994,0.16811032699999998,0.150000081,22.0,0.0261,0.0266,0.027,0.027132,16,25.0,6.4,0.40058480359511617
280-60u,0.40511832899999994,0.16811032699999998,0.150000081,23.0,0.0234,0.0239,0.0243,0.024378,18,25.0,8.1,0.3638140954396265
280-60u,0.40511832899999994,0.16811032699999998,0.150000081,24.0,0.0209,0.0213,0.0217,0.021726,21,25.0,11.025,0.33712403456989803
280-60u,0.40511832899999994,0.16811032699999998,0.150000081,25.0,0.0186,0.019,0.0194,0.01938,24,25.0,14.4,0.30657000275136437
280-60u,0.40511832899999994,0.16811032699999998,0.150000081,26.0,0.0166,0.017,0.0173,0.01734,27,25.0,18.225,0.2761040779627074
280-60u,0.40511832899999994,0.16811032699999998,0.150000081,27.0,0.0149,0.0153,0.0156,0.015606,30,25.0,22.5,0.24849367016643661
280-60u,0.40511832899999994,0.16811032699999998,0.150000081,28.0,0.0133,0.0137,0.014,0.013974,34,25.0,28.9,0.22580380999050348
280-60u,0.40511832899999994,0.16811032699999998,0.150000081,29.0,0.0119,0.0123,0.0126,0.012546,38,25.0,36.1,0.20342533208883296
280-60u,0.40511832899999994,0.16811032699999998,0.150000081,30.0,0.0106,0.0109,0.0112,0.011118,44,25.0,48.4,0.18497664002575515
280-60u,0.40511832899999994,0.16811032699999998,0.150000081,31.0,0.0094,0.0097,0.01,0.009894,50,25.0,62.5,0.16646567150782476
280-60u,0.40511832899999994,0.16811032699999998,0.150000081,32.0,0.0085,0.0088,0.009,0.008976000000000001,55,25.0,75.625,0.15070902074314535
280-60u,0.40511832899999994,0.16811032699999998,0.150000081,33.0,0.0075,0.0078,0.0081,0.007956,63,25.0,99.225,0.13562538030306548
280-60u,0.40511832899999994,0.16811032699999998,0.150000081,34.0,0.0067,0.007,0.0072,0.0071400000000000005,70,25.0,122.5,0.12136831826375578
280-60u,0.40511832899999994,0.16811032699999998,0.150000081,35.0,0.0059,0.0062,0.0065,0.006324,80,25.0,160.0,0.10881395111507337
280-60u,0.40511832899999994,0.16811032699999998,0.150000081,36.0,0.0053,0.0056,0.0058,0.005712,89,25.0,198.025,0.09875913440433612
280-75u,0.40511832899999994,0.16811032699999998,0.150000081,10.0,0.1026,0.1037,0.1047,0.105774,1,32.0,0.032,0.38051232374045707
280-75u,0.40511832899999994,0.16811032699999998,0.150000081,11.0,0.0915,0.0925,0.0936,0.09435,2,32.0,0.128,0.6055146782182275
280-75u,0.40511832899999994,0.16811032699999998,0.150000081,12.0,0.0816,0.0825,0.0835,0.08415,3,32.0,0.288,0.7225041832501643
280-75u,0.40511832899999994,0.16811032699999998,0.150000081,13.0,0.0729,0.0737,0.0746,0.075174,3,32.0,0.288,0.5765904495306643
280-75u,0.40511832899999994,0.16811032699999998,0.150000081,14.0,0.0651,0.0659,0.0666,0.067218,4,32.0,0.512,0.6146700247685377
280-75u,0.40511832899999994,0.16811032699999998,0.150000081,15.0,0.058,0.0587,0.0594,0.059874000000000004,5,32.0,0.8,0.6096174935251321
280-75u,0.40511832899999994,0.16811032699999998,0.150000081,16.0,0.0517,0.0524,0.0531,0.053448,6,32.0,1.152,0.582941586395143
280-75u,0.40511832899999994,0.16811032699999998,0.150000081,17.0,0.0462,0.0469,0.0475,0.047838,7,32.0,1.568,0.5448223806859995
280-75u,0.40511832899999994,0.16811032699999998,0.150000081,18.0,0.0412,0.0418,0.0424,0.042636,9,32.0,2.592,0.5564245549937263
280-75u,0.40511832899999994,0.16811032699999998,0.150000081,19.0,0.0367,0.0373,0.0379,0.038046,10,32.0,3.2,0.49229891404425874
280-75u,0.40511832899999994,0.16811032699999998,0.150000081,20.0,0.0329,0.0335,0.034,0.034170000000000006,12,32.0,4.608,0.47652103266997053
280-75u,0.40511832899999994,0.16811032699999998,0.150000081,21.0,0.0293,0.0298,0.0303,0.030396,14,32.0,6.272,0.43991804633039044
280-75u,0.40511832899999994,0.16811032699999998,0.150000081,22.0,0.0261,0.0266,0.027,0.027132,16,32.0,8.192,0.40058480359511617
280-75u,0.40511832899999994,0.16811032699999998,0.150000081,23.0,0.0234,0.0239,0.0243,0.024378,18,32.0,10.368,0.3638140954396265
280-75u,0.40511832899999994,0.16811032699999998,0.150000081,24.0,0.0209,0.0213,0.0217,0.021726,21,32.0,14.112,0.33712403456989803
280-75u,0.40511832899999994,0.16811032699999998,0.150000081,25.0,0.0186,0.019,0.0194,0.01938,24,32.0,18.432,0.30657000275136437
280-75u,0.40511832899999994,0.16811032699999998,0.150000081,26.0,0.0166,0.017,0.0173,0.01734,27,32.0,23.328,0.2761040779627074
280-75u,0.40511832899999994,0.16811032699999998,0.150000081,27.0,0.0149,0.0153,0.0156,0.015606,30,32.0,28.8,0.24849367016643661
280-75u,0.40511832899999994,0.16811032699999998,0.150000081,28.0,0.0133,0.0137,0.014,0.013974,34,32.0,36.992,0.22580380999050348
280-75u,0.40511832899999994,0.16811032699999998,0.150000081,29.0,0.0119,0.0123,0.0126,0.012546,38,32.0,46.208,0.20342533208883296
280-75u,0.40511832899999994,0.16811032699999998,0.150000081,30.0,0.0106,0.0109,0.0112,0.011118,44,32.0,61.952,0.18497664002575515
280-75u,0.40511832899999994,0.16811032699999998,0.150000081,31.0,0.0094,0.0097,0.01,0.009894,50,32.0,80.0,0.16646567150782476
280-75u,0.40511832899999994,0.16811032699999998,0.150000081,32.0,0.0085,0.0088,0.009,0.008976000000000001,55,32.0,96.8,0.15070902074314535
280-75u,0.40511832899999994,0.16811032699999998,0.150000081,33.0,0.0075,0.0078,0.0081,0.007956,63,32.0,127.008,0.13562538030306548
280-75u,0.40511832899999994,0.16811032699999998,0.150000081,34.0,0.0067,0.007,0.0072,0.0071400000000000005,70,32.0,156.8,0.12136831826375578
280-75u,0.40511832899999994,0.16811032699999998,0.150000081,35.0,0.0059,0.0062,0.0065,0.006324,80,32.0,204.8,0.10881395111507337
280-75u,0.40511832899999994,0.16811032699999998,0.150000081,36.0,0.0053,0.0056,0.0058,0.005712,89,32.0,253.472,0.09875913440433612
280-90u,0.40511832899999994,0.16811032699999998,0.150000081,10.0,0.1026,0.1037,0.1047,0.105774,1,38.0,0.038,0.38051232374045707
280-90u,0.40511832899999994,0.16811032699999998,0.150000081,11.0,0.0915,0.0925,0.0936,0.09435,2,38.0,0.152,0.6055146782182275
280-90u,0.40511832899999994,0.16811032699999998,0.150000081,12.0,0.0816,0.0825,0.0835,0.08415,3,38.0,0.342,0.7225041832501643
280-90u,0.40511832899999994,0.16811032699999998,0.150000081,13.0,0.0729,0.0737,0.0746,0.075174,3,38.0,0.342,0.5765904495306643
280-90u,0.40511832899999994,0.16811032699999998,0.150000081,14.0,0.0651,0.0659,0.0666,0.067218,4,38.0,0.608,0.6146700247685377
280-90u,0.40511832899999994,0.16811032699999998,0.150000081,15.0,0.058,0.0587,0.0594,0.059874000000000004,5,38.0,0.95,0.6096174935251321
280-90u,0.40511832899999994,0.16811032699999998,0.150000081,16.0,0.0517,0.0524,0.0531,0.053448,6,38.0,1.368,0.582941586395143
280-90u,0.40511832899999994,0.16811032699999998,0.150000081,17.0,0.0462,0.0469,0.0475,0.047838,7,38.0,1.862,0.5448223806859995
280-90u,0.40511832899999994,0.16811032699999998,0.150000081,18.0,0.0412,0.0418,0.0424,0.042636,9,38.0,3.078,0.5564245549937263
280-90u,0.40511832899999994,0.16811032699999998,0.150000081,19.0,0.0367,0.0373,0.0379,0.038046,10,38.0,3.8,0.49229891404425874
280-90u,0.40511832899999994,0.16811032699999998,0.150000081,20.0,0.0329,0.0335,0.034,0.034170000000000006,12,38.0,5.472,0.47652103266997053
280-90u,0.40511832899999994,0.16811032699999998,0.150000081,21.0,0.0293,0.0298,0.0303,0.030396,14,38.0,7.448,0.43991804633039044
280-90u,0.40511832899999994,0.16811032699999998,0.150000081,22.0,0.0261,0.0266,0.027,0.027132,16,38.0,9.728,0.40058480359511617
280-90u,0.40511832899999994,0.16811032699999998,0.150000081,23.0,0.0234,0.0239,0.0243,0.024378,18,38.0,12.312,0.3638140954396265
280-90u,0.40511832899999994,0.16811032699999998,0.150000081,24.0,0.0209,0.0213,0.0217,0.021726,21,38.0,16.758,0.33712403456989803
280-90u,0.40511832899999994,0.16811032699999998,0.150000081,25.0,0.0186,0.019,0.0194,0.01938,24,38.0,21.888,0.30657000275136437
280-90u,0.40511832899999994,0.16811032699999998,0.150000081,26.0,0.0166,0.017,0.0173,0.01734,27,38.0,27.702,0.2761040779627074
280-90u,0.40511832899999994,0.16811032699999998,0.150000081,27.0,0.0149,0.0153,0.0156,0.015606,30,38.0,34.2,0.24849367016643661
280-90u,0.40511832899999994,0.16811032699999998,0.150000081,28.0,0.0133,0.0137,0.014,0.013974,34,38.0,43.928,0.22580380999050348
280-90u,0.40511832899999994,0.16811032699999998,0.150000081,29.0,0.0119,0.0123,0.0126,0.012546,38,38.0,54.872,0.20342533208883296
280-90u,0.40511832899999994,0.16811032699999998,0.150000081,30.0,0.0106,0.0109,0.0112,0.011118,44,38.0,73.568,0.18497664002575515
280-90u,0.40511832899999994,0.16811032699999998,0.150000081,31.0,0.0094,0.0097,0.01,0.009894,50,38.0,95.0,0.16646567150782476
280-90u,0.40511832899999994,0.16811032699999998,0.150000081,32.0,0.0085,0.0088,0.009,0.008976000000000001,55,38.0,114.95,0.15070902074314535
280-90u,0.40511832899999994,0.16811032699999998,0.150000081,33.0,0.0075,0.0078,0.0081,0.007956,63,38.0,150.822,0.13562538030306548
280-90u,0.40511832899999994,0.16811032699999998,0.150000081,34.0,0.0067,0.007,0.0072,0.0071400000000000005,70,38.0,186.2,0.12136831826375578
280-90u,0.40511832899999994,0.16811032699999998,0.150000081,35.0,0.0059,0.0062,0.0065,0.006324,80,38.0,243.2,0.10881395111507337
280-90u,0.40511832899999994,0.16811032699999998,0.150000081,36.0,0.0053,0.0056,0.0058,0.005712,89,38.0,300.998,0.09875913440433612
280-125u,0.40511832899999994,0.16811032699999998,0.150000081,10.0,0.1026,0.1037,0.1047,0.105774,1,53.0,0.053,0.38051232374045707
280-125u,0.40511832899999994,0.16811032699999998,0.150000081,11.0,0.0915,0.0925,0.0936,0.09435,2,53.0,0.212,0.6055146782182275
280-125u,0.40511832899999994,0.16811032699999998,0.150000081,12.0,0.0816,0.0825,0.0835,0.08415,3,53.0,0.477,0.7225041832501643
280-125u,0.40511832899999994,0.16811032699999998,0.150000081,13.0,0.0729,0.0737,0.0746,0.075174,3,53.0,0.477,0.5765904495306643
280-125u,0.40511832899999994,0.16811032699999998,0.150000081,14.0,0.0651,0.0659,0.0666,0.067218,4,53.0,0.848,0.6146700247685377
280-125u,0.40511832899999994,0.16811032699999998,0.150000081,15.0,0.058,0.0587,0.0594,0.059874000000000004,5,53.0,1.325,0.6096174935251321
280-125u,0.40511832899999994,0.16811032699999998,0.150000081,16.0,0.0517,0.0524,0.0531,0.053448,6,53.0,1.908,0.582941586395143
280-125u,0.40511832899999994,0.16811032699999998,0.150000081,17.0,0.0462,0.0469,0.0475,0.047838,7,53.0,2.597,0.5448223806859995
280-125u,0.40511832899999994,0.16811032699999998,0.150000081,18.0,0.0412,0.0418,0.0424,0.042636,9,53.0,4.293,0.5564245549937263
280-125u,0.40511832899999994,0.16811032699999998,0.150000081,19.0,0.0367,0.0373,0.0379,0.038046,10,53.0,5.3,0.49229891404425874
280-125u,0.40511832899999994,0.16811032699999998,0.150000081,20.0,0.0329,0.0335,0.034,0.034170000000000006,12,53.0,7.632,0.47652103266997053
280-125u,0.40511832899999994,0.16811032699999998,0.150000081,21.0,0.0293,0.0298,0.0303,0.030396,14,53.0,10.388,0.43991804633039044
280-125u,0.40511832899999994,0.16811032699999998,0.150000081,22.0,0.0261,0.0266,0.027,0.027132,16,53.0,13.568,0.40058480359511617
280-125u,0.40511832899999994,0.16811032699999998,0.150000081,23.0,0.0234,0.0239,0.0243,0.024378,18,53.0,17.172,0.3638140954396265
280-125u,0.40511832899999994,0.16811032699999998,0.150000081,24.0,0.0209,0.0213,0.0217,0.021726,21,53.0,23.373,0.33712403456989803
280-125u,0.40511832899999994,0.16811032699999998,0.150000081,25.0,0.0186,0.019,0.0194,0.01938,24,53.0,30.528,0.30657000275136437
280-125u,0.40511832899999994,0.16811032699999998,0.150000081,26.0,0.0166,0.017,0.0173,0.01734,27,53.0,38.637,0.2761040779627074
280-125u,0.40511832899999994,0.16811032699999998,0.150000081,27.0,0.0149,0.0153,0.0156,0.015606,30,53.0,47.7,0.24849367016643661
280-125u,0.40511832899999994,0.16811032699999998,0.150000081,28.0,0.0133,0.0137,0.014,0.013974,34,53.0,61.268,0.22580380999050348
280-125u,0.40511832899999994,0.16811032699999998,0.150000081,29.0,0.0119,0.0123,0.0126,0.012546,38,53.0,76.532,0.20342533208883296
280-125u,0.40511832899999994,0.16811032699999998,0.150000081,30.0,0.0106,0.0109,0.0112,0.011118,44,53.0,102.608,0.18497664002575515
280-125u,0.40511832899999994,0.16811032699999998,0.150000081,31.0,0.0094,0.0097,0.01,0.009894,50,53.0,132.5,0.16646567150782476
280-125u,0.40511832899999994,0.16811032699999998,0.150000081,32.0,0.0085,0.0088,0.009,0.008976000000000001,55,53.0,160.325,0.15070902074314535
280-125u,0.40511832899999994,0.16811032699999998,0.150000081,33.0,0.0075,0.0078,0.0081,0.007956,63,53.0,210.357,0.13562538030306548
280-125u,0.40511832899999994,0.16811032699999998,0.150000081,34.0,0.0067,0.007,0.0072,0.0071400000000000005,70,53.0,259.7,0.12136831826375578
280-125u,0.40511832899999994,0.16811032699999998,0.150000081,35.0,0.0059,0.0062,0.0065,0.006324,80,53.0,339.2,0.10881395111507337
280-125u,0.40511832899999994,0.16811032699999998,0.150000081,36.0,0.0053,0.0056,0.0058,0.005712,89,53.0,419.813,0.09875913440433612
290-14u,0.40511832899999994,0.16811032699999998,0.18110245999999997,10.0,0.1026,0.1037,0.1047,0.105774,1,7.0,0.007,0.38051232374045707
290-14u,0.40511832899999994,0.16811032699999998,0.18110245999999997,11.0,0.0915,0.0925,0.0936,0.09435,2,7.0,0.028,0.6055146782182275
290-14u,0.40511832899999994,0.16811032699999998,0.18110245999999997,12.0,0.0816,0.0825,0.0835,0.08415,3,7.0,0.063,0.7225041832501643
290-14u,0.40511832899999994,0.16811032699999998,0.18110245999999997,13.0,0.0729,0.0737,0.0746,0.075174,3,7.0,0.063,0.5765904495306643
290-14u,0.40511832899999994,0.16811032699999998,0.18110245999999997,14.0,0.0651,0.0659,0.0666,0.067218,4,7.0,0.112,0.6146700247685377
290-14u,0.40511832899999994,0.16811032699999998,0.18110245999999997,15.0,0.058,0.0587,0.0594,0.059874000000000004,5,7.0,0.175,0.6096174935251321
290-14u,0.40511832899999994,0.16811032699999998,0.18110245999999997,16.0,0.0517,0.0524,0.0531,0.053448,6,7.0,0.252,0.582941586395143
290-14u,0.40511832899999994,0.16811032699999998,0.18110245999999997,17.0,0.0462,0.0469,0.0475,0.047838,7,7.0,0.343,0.5448223806859995
290-14u,0.40511832899999994,0.16811032699999998,0.18110245999999997,18.0,0.0412,0.0418,0.0424,0.042636,9,7.0,0.567,0.5564245549937263
290-14u,0.40511832899999994,0.16811032699999998,0.18110245999999997,19.0,0.0367,0.0373,0.0379,0.038046,10,7.0,0.7,0.49229891404425874
290-14u,0.40511832899999994,0.16811032699999998,0.18110245999999997,20.0,0.0329,0.0335,0.034,0.034170000000000006,12,7.0,1.008,0.47652103266997053
290-14u,0.40511832899999994,0.16811032699999998,0.18110245999999997,21.0,0.0293,0.0298,0.0303,0.030396,14,7.0,1.372,0.43991804633039044
290-14u,0.40511832899999994,0.16811032699999998,0.18110245999999997,22.0,0.0261,0.0266,0.027,0.027132,16,7.0,1.792,0.40058480359511617
290-14u,0.40511832899999994,0.16811032699999998,0.18110245999999997,23.0,0.0234,0.0239,0.0243,0.024378,18,7.0,2.268,0.3638140954396265
290-14u,0.40511832899999994,0.16811032699999998,0.18110245999999997,24.0,0.0209,0.0213,0.0217,0.021726,21,7.0,3.087,0.33712403456989803
290-14u,0.40511832899999994,0.16811032699999998,0.18110245999999997,25.0,0.0186,0.019,0.0194,0.01938,24,7.0,4.032,0.30657000275136437
290-14u,0.40511832899999994,0.16811032699999998,0.18110245999999997,26.0,0.0166,0.017,0.0173,0.01734,27,7.0,5.103,0.2761040779627074
290-14u,0.40511832899999994,0.16811032699999998,0.18110245999999997,27.0,0.0149,0.0153,0.0156,0.015606,30,7.0,6.3,0.24849367016643661
290-14u,0.40511832899999994,0.16811032699999998,0.18110245999999997,28.0,0.0133,0.0137,0.014,0.013974,34,7.0,8.092,0.22580380999050348
290-14u,0.40511832899999994,0.16811032699999998,0.18110245999999997,29.0,0.0119,0.0123,0.0126,0.012546,38,7.0,10.108,0.20342533208883296
290-14u,0.40511832899999994,0.16811032699999998,0.18110245999999997,30.0,0.0106,0.0109,0.0112,0.011118,44,7.0,13.552,0.18497664002575515
290-14u,0.40511832899999994,0.16811032699999998,0.18110245999999997,31.0,0.0094,0.0097,0.01,0.009894,50,7.0,17.5,0.16646567150782476
290-14u,0.40511832899999994,0.16811032699999998,0.18110245999999997,32.0,0.0085,0.0088,0.009,0.008976000000000001,55,7.0,21.175,0.15070902074314535
290-14u,0.40511832899999994,0.16811032699999998,0.18110245999999997,33.0,0.0075,0.0078,0.0081,0.007956,63,7.0,27.783,0.13562538030306548
290-14u,0.40511832899999994,0.16811032699999998,0.18110245999999997,34.0,0.0067,0.007,0.0072,0.0071400000000000005,70,7.0,34.3,0.12136831826375578
290-14u,0.40511832899999994,0.16811032699999998,0.18110245999999997,35.0,0.0059,0.0062,0.0065,0.006324,80,7.0,44.8,0.10881395111507337
290-14u,0.40511832899999994,0.16811032699999998,0.18110245999999997,36.0,0.0053,0.0056,0.0058,0.005712,89,7.0,55.447,0.09875913440433612
290-19u,0.40511832899999994,0.16811032699999998,0.18110245999999997,10.0,0.1026,0.1037,0.1047,0.105774,1,10.0,0.01,0.38051232374045707
290-19u,0.40511832899999994,0.16811032699999998,0.18110245999999997,11.0,0.0915,0.0925,0.0936,0.09435,2,10.0,0.04,0.6055146782182275
290-19u,0.40511832899999994,0.16811032699999998,0.18110245999999997,12.0,0.0816,0.0825,0.0835,0.08415,3,10.0,0.09,0.7225041832501643
290-19u,0.40511832899999994,0.16811032699999998,0.18110245999999997,13.0,0.0729,0.0737,0.0746,0.075174,3,10.0,0.09,0.5765904495306643
290-19u,0.40511832899999994,0.16811032699999998,0.18110245999999997,14.0,0.0651,0.0659,0.0666,0.067218,4,10.0,0.16,0.6146700247685377
290-19u,0.40511832899999994,0.16811032699999998,0.18110245999999997,15.0,0.058,0.0587,0.0594,0.059874000000000004,5,10.0,0.25,0.6096174935251321
290-19u,0.40511832899999994,0.16811032699999998,0.18110245999999997,16.0,0.0517,0.0524,0.0531,0.053448,6,10.0,0.36,0.582941586395143
290-19u,0.40511832899999994,0.16811032699999998,0.18110245999999997,17.0,0.0462,0.0469,0.0475,0.047838,7,10.0,0.49,0.5448223806859995
290-19u,0.40511832899999994,0.16811032699999998,0.18110245999999997,18.0,0.0412,0.0418,0.0424,0.042636,9,10.0,0.81,0.5564245549937263
290-19u,0.40511832899999994,0.16811032699999998,0.18110245999999997,19.0,0.0367,0.0373,0.0379,0.038046,10,10.0,1.0,0.49229891404425874
290-19u,0.40511832899999994,0.16811032699999998,0.18110245999999997,20.0,0.0329,0.0335,0.034,0.034170000000000006,12,10.0,1.44,0.47652103266997053
290-19u,0.40511832899999994,0.16811032699999998,0.18110245999999997,21.0,0.0293,0.0298,0.0303,0.030396,14,10.0,1.96,0.43991804633039044
290-19u,0.40511832899999994,0.16811032699999998,0.18110245999999997,22.0,0.0261,0.0266,0.027,0.027132,16,10.0,2.56,0.40058480359511617
290-19u,0.40511832899999994,0.16811032699999998,0.18110245999999997,23.0,0.0234,0.0239,0.0243,0.024378,18,10.0,3.24,0.3638140954396265
290-19u,0.40511832899999994,0.16811032699999998,0.18110245999999997,24.0,0.0209,0.0213,0.0217,0.021726,21,10.0,4.41,0.33712403456989803
290-19u,0.40511832899999994,0.16811032699999998,0.18110245999999997,25.0,0.0186,0.019,0.0194,0.01938,24,10.0,5.76,0.30657000275136437
290-19u,0.40511832899999994,0.16811032699999998,0.18110245999999997,26.0,0.0166,0.017,0.0173,0.01734,27,10.0,7.29,0.2761040779627074
290-19u,0.40511832899999994,0.16811032699999998,0.18110245999999997,27.0,0.0149,0.0153,0.0156,0.015606,30,10.0,9.0,0.24849367016643661
290-19u,0.40511832899999994,0.16811032699999998,0.18110245999999997,28.0,0.0133,0.0137,0.014,0.013974,34,10.0,11.56,0.22580380999050348
290-19u,0.40511832899999994,0.16811032699999998,0.18110245999999997,29.0,0.0119,0.0123,0.0126,0.012546,38,10.0,14.44,0.20342533208883296
290-19u,0.40511832899999994,0.16811032699999998,0.18110245999999997,30.0,0.0106,0.0109,0.0112,0.011118,44,10.0,19.36,0.18497664002575515
290-19u,0.40511832899999994,0.16811032699999998,0.18110245999999997,31.0,0.0094,0.0097,0.01,0.009894,50,10.0,25.0,0.16646567150782476
290-19u,0.40511832899999994,0.16811032699999998,0.18110245999999997,32.0,0.0085,0.0088,0.009,0.008976000000000001,55,10.0,30.25,0.15070902074314535
290-19u,0.40511832899999994,0.16811032699999998,0.18110245999999997,33.0,0.0075,0.0078,0.0081,0.007956,63,10.0,39.69,0.13562538030306548
290-19u,0.40511832899999994,0.16811032699999998,0.18110245999999997,34.0,0.0067,0.007,0.0072,0.0071400000000000005,70,10.0,49.0,0.12136831826375578
290-19u,0.40511832899999994,0.16811032699999998,0.18110245999999997,35.0,0.0059,0.0062,0.0065,0.006324,80,10.0,64.0,0.10881395111507337
290-19u,0.40511832899999994,0.16811032699999998,0.18110245999999997,36.0,0.0053,0.0056,0.0058,0.005712,89,10.0,79.21,0.09875913440433612
290-26u,0.40511832899999994,0.16811032699999998,0.18110245999999997,10.0,0.1026,0.1037,0.1047,0.105774,1,14.0,0.014,0.38051232374045707
290-26u,0.40511832899999994,0.16811032699999998,0.18110245999999997,11.0,0.0915,0.0925,0.0936,0.09435,2,14.0,0.056,0.6055146782182275
290-26u,0.40511832899999994,0.16811032699999998,0.18110245999999997,12.0,0.0816,0.0825,0.0835,0.08415,3,14.0,0.126,0.7225041832501643
290-26u,0.40511832899999994,0.16811032699999998,0.18110245999999997,13.0,0.0729,0.0737,0.0746,0.075174,3,14.0,0.126,0.5765904495306643
